topicId,date,frequency
Callus,-11,1
Calorie,-1,3
Calorie,-2,6
Calorie,-3,4
Calorie,-4,5
Calorie,-5,7
Calorie,-6,4
Calorie,-7,6
Calorie,-8,2
Calorie,-9,3
Calorie,-10,7
Calorie,-11,6
Calorie,-12,7
Cancer,-1,18
Cancer,-2,12
Cancer,-3,18
Cancer,-4,22
Cancer,-5,16
Cancer,-6,18
Cancer,-7,16
Cancer,-8,14
Cancer,-9,17
Cancer,-10,28
Cancer,-11,30
Cancer,-12,18
Candidiasis,-5,1
Candidiasis,-6,1
Canker Sore,-1,1
Canker Sore,-2,2
Canker Sore,-3,2
Canker Sore,-4,1
Canker Sore,-7,2
Canker Sore,-8,1
Canker Sore,-9,1
Canker Sore,-10,1
Canker Sore,-11,1
Canker Sore,-12,1
Canola,-3,1
Car Sickness,-6,2
Carbohydrate,-1,1
Carbohydrate,-6,1
Carcinoma,-5,2
Cardiac Arrest,-4,1
Cardiac Arrest,-7,1
Cardiac Catheterization,-6,1
Cardiomyopathy,-4,1
Cardiomyopathy,-10,1
Cardiovascular Sys.,-12,2
Cardioversion,-7,1
Care Giver,-1,1
Carotid Artery,-1,1
Carotid Artery,-3,2
Carotid Artery,-6,2
Carotid Artery,-10,1
Carpal,-10,1
Carpal Tunnel Syndrome,-2,1
Carpal Tunnel Syndrome,-3,3
Carpal Tunnel Syndrome,-4,1
Carpal Tunnel Syndrome,-6,1
Carpal Tunnel Syndrome,-7,2
Carpal Tunnel Syndrome,-8,3
Carpal Tunnel Syndrome,-9,2
Carpal Tunnel Syndrome,-10,3
Carpal Tunnel Syndrome,-11,2
Carpal Tunnel Syndrome,-12,1
Carrot,-1,1
Carrot,-3,1
Carrot,-5,2
Carrot,-8,1
Carrot,-10,4
Carrot,-11,1
Carrot,-12,3
Cartilage,-1,2
Cartilage,-4,1
Cartilage,-5,1
Cartilage,-6,1
Cartilage,-7,1
Cartilage,-11,1
Cartilage,-12,3
Castor Oil,-1,1
Castor Oil,-2,1
Castor Oil,-7,1
Castor Oil,-9,1
Castor Oil,-10,2
Castration,-4,1
Cat Scratch Disease,-1,1
Cat Scratch Disease,-2,1
Cataract,-2,1
Cataract,-8,1
Cataract,-12,3
Cataract Surgery,-8,1
Cataract Surgery,-9,1
Cataract Surgery,-10,2
Cataract Surgery,-12,1
Caterpillar,-11,1
Catheter,-1,2
Catheter,-4,4
Catheter,-7,2
Catheter,-8,1
Catheter,-11,4
Catheterization,-10,1
Catheterization,-11,1
Cats,-1,7
Cats,-2,5
Cats,-3,4
Cats,-4,8
Cats,-5,4
Cats,-6,11
Cats,-7,12
Cats,-8,5
Cats,-9,8
Cats,-10,8
Cats,-11,6
Cats,-12,10
Cauliflower Ear,-12,1
Cavity,-1,5
Cavity,-3,2
Cavity,-4,1
Cavity,-6,2
Cavity,-7,2
Cavity,-8,2
Cavity,-9,2
Cavity,-10,2
Cavity,-11,2
Cavity,-12,3
Celiac Disease,-6,2
Celiac Disease,-7,1
Celiac Disease,-8,1
Celiac Disease,-10,3
Celiac Disease,-11,1
Cellulitis,-1,1
Cellulitis,-2,1
Cellulitis,-5,1
Cellulitis,-6,2
Cellulitis,-8,2
Cellulitis,-9,1
Cellulitis,-10,1
Cellulitis,-11,2
Cellulose,-12,2
Central Nervous System,-5,1
Cephalexin,-2,3
Cephalexin,-4,1
Cephalexin,-6,2
Cephalexin,-7,3
Cephalexin,-8,4
Cephalexin,-11,1
Cereal,-1,2
Cereal,-2,4
Cereal,-3,3
Cereal,-4,4
Cereal,-7,2
Cereal,-8,2
Cereal,-9,2
Cereal,-10,3
Cereal,-11,1
Cereal,-12,2
Cerebral Palsy,-3,1
Cerebral Palsy,-8,1
Cerebral Palsy,-10,1
Cervical Biopsy,-2,1
Cervical Biopsy,-3,1
Cervical Biopsy,-10,1
Cervical Cancer,-1,2
Cervical Cancer,-2,1
Cervical Cancer,-3,2
Cervical Cancer,-4,2
Cervical Cancer,-6,1
Cervical Cancer,-8,2
Cervical Cancer,-9,2
Cervical Cancer,-10,1
Cervical Cancer,-11,2
Cervical Cancer,-12,2
Cervical Conization,-8,1
Cervical Disk,-9,1
Cervical Mucus,-1,1
Cervical Spinal Stenosis,-5,1
Cervical Spine,-7,1
Cervical Spine,-9,1
Cervical Spine,-12,1
Cervix,-1,3
Cervix,-2,2
Cervix,-3,9
Cervix,-4,4
Cervix,-5,5
Cervix,-6,3
Cervix,-7,4
Cervix,-8,5
Cervix,-9,1
Cervix,-10,7
Cervix,-11,4
Cervix,-12,8
Cesarean Section,-2,1
Cesarean Section,-6,2
Cesarean Section,-7,2
Cesarean Section,-9,1
Cesarean Section,-12,1
Chai,-10,1
Chalazion,-6,1
Chalazion,-12,1
Chancroid,-12,1
Cheekbones,-8,1
Cheekbones,-11,2
Chemical Pneumonia,-2,1
Chemotherapy,-1,2
Chemotherapy,-3,1
Chemotherapy,-4,1
Chemotherapy,-6,5
Chemotherapy,-7,4
Chemotherapy,-8,5
Chemotherapy,-9,2
Chemotherapy,-10,4
Chemotherapy,-12,2
Cherry Angioma,-10,1
Chest,-1,25
Chest,-2,24
Chest,-3,25
Chest,-4,22
Chest,-5,16
Chest,-6,16
Chest,-7,25
Chest,-8,17
Chest,-9,20
Chest,-10,50
Chest,-11,43
Chest,-12,29
Chiari Malformation,-6,1
Chiari Malformation,-7,1
Chickenpox,-1,3
Chickenpox,-2,1
Chickenpox,-3,4
Chickenpox,-4,3
Chickenpox,-5,3
Chickenpox,-6,3
Chickenpox,-8,1
Chickenpox,-10,5
Chickenpox,-11,3
Chickenpox,-12,5
Chigger,-7,1
Chigger,-9,1
Child Abuse,-12,1
Chlamydia,-1,6
Chlamydia,-2,4
Chlamydia,-3,6
Chlamydia,-4,4
Chlamydia,-5,4
Chlamydia,-6,5
Chlamydia,-7,13
Chlamydia,-8,7
Chlamydia,-9,7
Chlamydia,-10,10
Chlamydia,-11,7
Chlamydia,-12,10
Chloride,-10,1
Chloride,-11,1
Choking,-1,3
Choking,-3,2
Choking,-5,2
Choking,-8,2
Choking,-9,1
Choking,-10,1
Choking,-11,1
Cholecystectomy,-10,1
Cholera,-6,1
Cholesteatoma,-5,1
Cholesterol,-1,2
Cholesterol,-2,4
Cholesterol,-3,11
Cholesterol,-4,5
Cholesterol,-5,4
Cholesterol,-6,7
Cholesterol,-7,7
Cholesterol,-8,7
Cholesterol,-9,3
Cholesterol,-10,11
Cholesterol,-11,10
Cholesterol,-12,8
Chondromalacia Patella,-7,1
Chronic Fatigue Syndrome,-2,2
Chronic Fatigue Syndrome,-4,2
Chronic Obstructive Pulmonary Disease,-1,3
Chronic Obstructive Pulmonary Disease,-2,1
Chronic Obstructive Pulmonary Disease,-3,2
Chronic Obstructive Pulmonary Disease,-4,3
Chronic Obstructive Pulmonary Disease,-5,1
Chronic Obstructive Pulmonary Disease,-6,2
Chronic Obstructive Pulmonary Disease,-7,3
Chronic Obstructive Pulmonary Disease,-8,3
Chronic Obstructive Pulmonary Disease,-9,1
Chronic Obstructive Pulmonary Disease,-11,2
Chronic Obstructive Pulmonary Disease,-12,4
Chronic Pain,-1,2
Chronic Pain,-2,1
Chronic Pain,-3,1
Chronic Pain,-5,2
Chronic Pain,-6,2
Chronic Pain,-8,2
Chronic Pain,-9,1
Chronic Pain,-10,1
Chronic Pain,-11,1
Circulation,-2,3
Circulation,-4,1
Circulation,-5,3
Circulation,-7,2
Circulation,-8,1
Circulation,-9,1
Circulation,-10,6
Circulation,-11,4
Circulation,-12,2
Circumcision,-1,1
Circumcision,-2,4
Circumcision,-3,2
Circumcision,-4,3
Circumcision,-6,5
Circumcision,-7,5
Circumcision,-8,1
Circumcision,-9,2
Circumcision,-10,1
Circumcision,-11,8
Circumcision,-12,4
Cirrhosis,-2,2
Cirrhosis,-3,3
Cirrhosis,-4,2
Cirrhosis,-6,1
Cirrhosis,-7,1
Cirrhosis,-8,3
Cirrhosis,-9,2
Cirrhosis,-11,1
Clavicle,-7,1
Clavicle,-9,1
Clitoris,-1,2
Clitoris,-2,4
Clitoris,-3,5
Clitoris,-4,2
Clitoris,-5,1
Clitoris,-6,2
Clitoris,-7,4
Clitoris,-8,3
Clitoris,-9,2
Clitoris,-10,7
Clitoris,-11,4
Clitoris,-12,3
Closed Head Injury,-4,1
Cluster Headache,-3,1
Cocaine,-1,2
Cocaine,-2,2
Cocaine,-3,2
Cocaine,-5,2
Cocaine,-6,2
Cocaine,-7,1
Cocaine,-8,2
Cocaine,-9,3
Cocaine,-10,1
Cocaine,-11,2
Coccydynia,-2,1
Cocoa,-3,1
Coconut Oil,-1,1
Coconut Oil,-2,1
Coconut Oil,-3,1
Coconut Oil,-5,1
Coconut Oil,-6,1
Coconut Oil,-7,1
Coconut Oil,-9,4
Coconut Oil,-10,1
Coffee,-1,2
Coffee,-2,3
Coffee,-3,7
Coffee,-4,2
Coffee,-5,1
Coffee,-6,3
Coffee,-8,5
Coffee,-9,4
Coffee,-10,13
Coffee,-11,10
Coffee,-12,5
Cold,-1,12
Cold,-2,7
Cold,-3,6
Cold,-4,2
Cold,-5,1
Cold,-7,3
Cold,-8,2
Cold,-9,7
Cold,-10,12
Cold,-11,8
Cold,-12,8
Cold Cream,-10,1
Cold Sore,-1,4
Cold Sore,-2,3
Cold Sore,-3,3
Cold Sore,-4,1
Cold Sore,-5,13
Cold Sore,-6,1
Cold Sore,-7,3
Cold Sore,-8,3
Cold Sore,-9,1
Cold Sore,-10,8
Cold Sore,-11,9
Cold Sore,-12,7
Coldness,-1,42
Coldness,-2,35
Coldness,-3,31
Coldness,-4,16
Coldness,-5,9
Coldness,-6,9
Coldness,-7,15
Coldness,-8,17
Coldness,-9,13
Coldness,-10,57
Coldness,-11,45
Coldness,-12,47
Colectomy,-4,1
Colic,-11,1
Colitis,-2,1
Colitis,-7,2
Colitis,-8,1
Colitis,-12,1
Collapsed Lung,-1,1
Collapsed Lung,-10,1
Collarbone,-2,1
Collarbone,-3,2
Collarbone,-6,1
Collarbone,-7,1
Collarbone,-9,1
Collarbone,-10,3
Collarbone,-12,2
Colloid Cyst,-1,1
Colon,-1,3
Colon,-2,3
Colon,-3,2
Colon,-4,3
Colon,-5,2
Colon,-6,1
Colon,-7,2
Colon,-8,2
Colon,-9,3
Colon,-10,3
Colon,-11,4
Colon,-12,4
Colon Cancer,-1,1
Colon Cancer,-2,2
Colon Cancer,-5,2
Colon Cancer,-6,2
Colon Cancer,-7,3
Colon Cancer,-8,1
Colon Cancer,-9,1
Colon Cancer,-10,4
Colon Cancer,-11,1
Colon Cancer,-12,2
Colon Resection,-2,1
Colonoscopy,-1,2
Colonoscopy,-2,7
Colonoscopy,-3,6
Colonoscopy,-4,4
Colonoscopy,-5,3
Colonoscopy,-6,3
Colonoscopy,-7,6
Colonoscopy,-8,3
Colonoscopy,-9,4
Colonoscopy,-10,7
Colonoscopy,-11,7
Colonoscopy,-12,6
Colorado,-8,3
Colorado,-10,1
Colostomy,-10,1
Colostomy,-12,1
Colposcopy,-1,1
Colposcopy,-7,1
Colposcopy,-8,1
Colposcopy,-11,1
Coma,-4,1
Coma,-7,1
Coma,-8,1
Coma,-10,1
Complete Blood Count,-8,1
Complete Blood Count,-9,1
Complete Blood Count,-12,2
Compulsive Eater,-5,1
Concentration,-1,1
Concentration,-2,6
Concentration,-3,3
Concentration,-4,1
Concentration,-5,1
Concentration,-6,1
Concentration,-7,3
Concentration,-8,4
Concentration,-9,1
Concentration,-10,2
Concentration,-11,2
Concentration,-12,1
Conception,-1,2
Conception,-3,1
Conception,-4,2
Conception,-5,2
Conception,-6,1
Conception,-7,2
Conception,-8,2
Conception,-9,2
Conception,-10,7
Conception,-12,6
Concussion,-2,3
Concussion,-3,2
Concussion,-4,2
Concussion,-7,5
Concussion,-8,2
Concussion,-9,5
Concussion,-10,3
Concussion,-11,3
Concussion,-12,1
Condom,-1,13
Condom,-2,15
Condom,-3,7
Condom,-4,13
Condom,-5,11
Condom,-6,13
Condom,-7,12
Condom,-8,18
Condom,-9,22
Condom,-10,32
Condom,-11,21
Condom,-12,19
Confusion,-1,8
Confusion,-2,5
Confusion,-3,4
Confusion,-4,8
Confusion,-5,11
Confusion,-6,8
Confusion,-7,6
Confusion,-8,7
Confusion,-9,8
Confusion,-10,8
Confusion,-11,11
Confusion,-12,8
Congestive Heart Failure,-1,3
Congestive Heart Failure,-3,2
Congestive Heart Failure,-5,2
Congestive Heart Failure,-6,3
Congestive Heart Failure,-7,1
Congestive Heart Failure,-8,3
Congestive Heart Failure,-9,5
Congestive Heart Failure,-10,1
Congestive Heart Failure,-11,2
Connecticut,-3,1
Connective Tissue Disease,-3,1
Connective Tissue Disease,-12,1
Consciousness,-1,1
Consciousness,-7,1
Consciousness,-9,1
Consciousness,-10,1
Consciousness,-11,1
Consciousness,-12,1
Constipation,-1,5
Constipation,-2,3
Constipation,-3,6
Constipation,-4,5
Constipation,-5,6
Constipation,-6,7
Constipation,-7,8
Constipation,-8,4
Constipation,-9,5
Constipation,-10,9
Constipation,-11,11
Constipation,-12,2
Constriction,-9,1
Consumption,-2,1
Consumption,-3,2
Consumption,-7,1
Consumption,-8,1
Consumption,-9,1
Consumption,-10,1
Consumption,-11,2
Consumption,-12,4
Contact Dermatitis,-3,2
Contact Dermatitis,-4,2
Contact Dermatitis,-5,1
Contact Dermatitis,-7,1
Contusion,-5,1
Contusion,-8,1
Conversion Disorder,-7,1
Cooking,-2,2
Cooking,-3,6
Cooking,-4,2
Cooking,-6,2
Cooking,-7,5
Cooking,-10,3
Cooking,-11,7
Cooking,-12,4
Corn Oil,-9,1
Cornea,-1,1
Cornea,-8,1
Cornea,-9,1
Cornea,-11,1
Corneal Abrasion,-3,1
Coronary Angioplasty,-7,1
Coronary Artery Bypass,-2,1
Coronary Disease,-10,1
Corpectomy,-4,1
Corpulence,-1,4
Corpulence,-2,8
Corpulence,-3,3
Corpulence,-4,2
Corpulence,-5,4
Corpulence,-6,6
Corpulence,-7,8
Corpulence,-8,4
Corpulence,-9,1
Corpulence,-10,10
Corpulence,-11,10
Corpulence,-12,3
Cortisol,-4,2
Cortisol,-11,1
Cortisone,-1,1
Cortisone,-2,1
Cortisone,-3,2
Cortisone,-4,2
Cortisone,-5,3
Cortisone,-7,5
Cortisone,-8,2
Cortisone,-9,2
Cortisone,-10,3
Cortisone,-12,2
Cosmetic Surgery,-6,3
Cosmetic Surgery,-11,1
Cough,-1,40
Cough,-2,25
Cough,-3,20
Cough,-4,10
Cough,-5,15
Cough,-6,13
Cough,-7,9
Cough,-8,5
Cough,-9,13
Cough,-10,37
Cough,-11,36
Cough,-12,45
Coughing Up Blood,-10,1
Cradle Cap,-8,1
Cradle Cap,-9,1
Cradle Cap,-12,1
Cramps,-1,22
Cramps,-2,26
Cramps,-3,8
Cramps,-4,6
Cramps,-5,15
Cramps,-6,7
Cramps,-7,20
Cramps,-8,15
Cramps,-9,13
Cramps,-10,44
Cramps,-11,29
Cramps,-12,13
Cranberry,-1,1
Cranberry,-2,1
Cranberry,-3,3
Cranberry,-4,1
Cranberry,-8,2
Cranberry,-10,1
Cranberry,-11,2
Cranberry,-12,2
Craniotomy,-12,1
Craving,-1,2
Craving,-2,1
Craving,-3,1
Craving,-4,4
Craving,-6,3
Craving,-7,2
Craving,-8,1
Craving,-10,3
Craving,-11,3
Creatinine,-7,1
Creatinine,-9,1
Creatinine,-10,3
Creatinine,-11,1
Creatinine,-12,2
Crohn's Disease,-2,1
Crohn's Disease,-7,1
Crohn's Disease,-8,2
Crohn's Disease,-11,1
Croup,-9,1
Croup,-11,1
Crying,-1,9
Crying,-2,5
Crying,-3,11
Crying,-4,2
Crying,-5,4
Crying,-6,5
Crying,-7,6
Crying,-8,5
Crying,-9,5
Crying,-10,9
Crying,-11,10
Crying,-12,2
Cubital Tunnel Syndrome,-12,1
Cuts,-1,1
Cuts,-2,3
Cuts,-6,2
Cuts,-7,4
Cuts,-8,2
Cuts,-10,1
Cuts,-11,5
Cuts,-12,4
Cyst,-1,8
Cyst,-2,4
Cyst,-3,8
Cyst,-4,5
Cyst,-5,7
Cyst,-6,7
Cyst,-7,4
Cyst,-8,8
Cyst,-9,7
Cyst,-10,20
Cyst,-11,21
Cyst,-12,19
Cystic Acne,-2,1
Cystic Acne,-11,1
Cystic Fibrosis,-1,1
Cystic Fibrosis,-8,1
Cystoscopy,-1,1
Cystoscopy,-11,1
DNA Test,-1,1
DNA Test,-10,1
Dairy,-1,1
Dairy,-2,3
Dairy,-4,1
Dairy,-7,1
Dairy,-8,1
Dairy,-10,1
Dairy,-11,1
Dairy,-12,1
Dairy Product,-1,1
Dairy Product,-2,1
Dairy Product,-3,1
Dairy Product,-11,2
Dark Chocolate,-3,1
Dark Chocolate,-7,2
Dark Chocolate,-10,1
Dark Chocolate,-11,1
Decompression Sickness,-2,1
Decompression Sickness,-4,1
Deep Vein Thrombosis,-4,2
Deep Vein Thrombosis,-10,1
Deformity,-1,1
Deformity,-6,2
Degenerative Disc Disease,-7,1
Degenerative Disc Disease,-10,3
Degenerative Disc Disease,-11,1
Degenerative Disc Disease,-12,2
Dehydration,-1,1
Dehydration,-2,7
Dehydration,-3,4
Dehydration,-4,1
Dehydration,-5,2
Dehydration,-6,1
Dehydration,-8,4
Dehydration,-10,2
Dehydration,-11,4
Dehydration,-12,2
Delayed Ejaculation,-3,1
Delayed Ejaculation,-5,1
Delayed Ejaculation,-9,1
Delayed Ejaculation,-11,1
Delayed Ejaculation,-12,1
Delusions,-1,1
Delusions,-4,1
Delusions,-11,1
Dementia,-1,1
Dementia,-2,1
Dementia,-3,2
Dementia,-4,2
Dementia,-6,1
Dementia,-7,1
Dementia,-8,3
Dementia,-9,4
Dementia,-10,2
Dementia,-11,1
Dental,-1,3
Dental,-2,3
Dental,-3,2
Dental,-6,1
Dental,-7,20
Dental,-8,13
Dental,-9,1
Dental,-10,2
Dental,-11,2
Dental,-12,5
Dental Abscess,-3,1
Depo-Provera,-1,3
Depo-Provera,-2,4
Depo-Provera,-4,2
Depo-Provera,-5,2
Depo-Provera,-6,3
Depo-Provera,-7,2
Depo-Provera,-8,2
Depo-Provera,-9,4
Depo-Provera,-10,1
Depo-Provera,-11,1
Depression,-1,10
Depression,-2,12
Depression,-3,16
Depression,-4,5
Depression,-5,9
Depression,-6,22
Depression,-7,8
Depression,-8,13
Depression,-9,11
Depression,-10,21
Depression,-11,18
Depression,-12,11
Dermabrasion,-12,1
Dermatitis,-1,1
Dermatitis,-2,1
Dermatitis,-3,1
Dermatitis,-7,3
Dermatitis,-8,2
Dermatitis,-11,2
Dessert,-9,1
Detached Retina,-9,1
Detached Retina,-10,1
Detached Retina,-12,1
Developmental Delay,-5,1
Deviated Septum,-3,1
Deviated Septum,-9,1
Diabetes,-1,25
Diabetes,-2,23
Diabetes,-3,19
Diabetes,-4,14
Diabetes,-5,6
Diabetes,-6,19
Diabetes,-7,24
Diabetes,-8,18
Diabetes,-9,8
Diabetes,-10,32
Diabetes,-11,43
Diabetes,-12,32
Diabetic Coma,-10,1
Diabetic Neuropathy,-4,1
Diabetic Neuropathy,-8,1
Diabetic Neuropathy,-10,1
Diabetic Neuropathy,-11,2
Dialysis,-1,1
Dialysis,-8,2
Dialysis,-9,1
Dialysis,-11,3
Diaper Rash,-1,3
Diaper Rash,-2,1
Diaper Rash,-3,1
Diaper Rash,-7,1
Diaper Rash,-9,2
Diaper Rash,-10,2
Diaphragm,-3,1
Diaphragm,-10,1
Diaphragm,-11,1
Diarrhea,-1,12
Diarrhea,-2,15
Diarrhea,-3,9
Diarrhea,-4,14
Diarrhea,-5,13
Diarrhea,-6,22
Diarrhea,-7,11
Diarrhea,-8,11
Diarrhea,-9,8
Diarrhea,-10,21
Diarrhea,-11,26
Diarrhea,-12,23
Diet,-1,13
Diet,-2,31
Diet,-3,23
Diet,-4,15
Diet,-5,20
Diet,-6,25
Diet,-7,34
Diet,-8,13
Diet,-9,7
Diet,-10,56
Diet,-11,36
Diet,-12,29
Diet Pills,-7,2
Diet Pills,-8,1
Diet Pills,-11,2
Diet Pills,-12,1
Digestive System,-7,1
Digestive System,-8,2
Digestive System,-10,1
Digestive System,-11,1
Disc Herniation,-7,2
Dislocation,-1,3
Dislocation,-4,1
Dislocation,-6,1
Dislocation,-7,1
Dislocation,-10,2
Dislocation,-12,1
Disorientation,-1,3
Disorientation,-3,1
Disorientation,-10,1
Disorientation,-11,1
Disorientation,-12,2
Diverticulitis,-1,3
Diverticulitis,-2,1
Diverticulitis,-3,2
Diverticulitis,-5,3
Diverticulitis,-7,1
Diverticulitis,-9,2
Diverticulitis,-10,3
Diverticulitis,-11,2
Diverticulitis,-12,1
Diverticulosis,-1,1
Diverticulosis,-2,1
Diverticulosis,-4,1
Diverticulosis,-5,1
Diverticulosis,-9,1
Diverticulosis,-10,1
Diverticulosis,-12,1
Dizziness,-1,19
Dizziness,-2,23
Dizziness,-3,14
Dizziness,-4,8
Dizziness,-5,5
Dizziness,-6,18
Dizziness,-7,13
Dizziness,-8,10
Dizziness,-9,15
Dizziness,-10,27
Dizziness,-11,32
Dizziness,-12,15
Dog,-1,15
Dog,-2,12
Dog,-3,8
Dog,-4,11
Dog,-5,10
Dog,-6,14
Dog,-7,11
Dog,-8,11
Dog,-9,8
Dog,-10,14
Dog,-11,18
Dog,-12,11
Domestic Violence,-6,1
Dopamine,-7,1
Double Vision,-3,1
Double Vision,-5,1
Double Vision,-7,1
Dourine,-12,1
Down Syndrome,-1,1
Down Syndrome,-11,2
Drainage,-1,8
Drainage,-2,5
Drainage,-3,2
Drainage,-4,9
Drainage,-5,1
Drainage,-6,2
Drainage,-7,8
Drainage,-8,10
Drainage,-9,3
Drainage,-10,11
Drainage,-11,12
Drainage,-12,10
Drinking,-1,44
Drinking,-2,35
Drinking,-3,47
Drinking,-4,40
Drinking,-5,30
Drinking,-6,29
Drinking,-7,34
Drinking,-8,48
Drinking,-9,37
Drinking,-10,77
Drinking,-11,61
Drinking,-12,60
Drool,-11,1
Drowning,-7,1
Drowning,-8,1
Drowning,-10,2
Drowsiness,-1,17
Drowsiness,-2,8
Drowsiness,-3,8
Drowsiness,-4,6
Drowsiness,-5,9
Drowsiness,-6,10
Drowsiness,-7,3
Drowsiness,-8,7
Drowsiness,-10,2
Drowsiness,-11,1
Drowsiness,-12,32
Drug,-1,16
Drug,-2,25
Drug,-3,20
Drug,-4,17
Drug,-5,14
Drug,-6,21
Drug,-7,14
Drug,-8,46
Drug,-9,21
Drug,-10,25
Drug,-11,29
Drug,-12,21
Drug Abuse,-10,1
Drug Abuse,-11,1
Drug Abuse,-12,2
Drug Eruption,-12,1
Drug Overdose,-1,1
Drug Overdose,-2,2
Drug Overdose,-4,1
Drug Overdose,-5,1
Drug Overdose,-8,2
Drug Overdose,-10,2
Drug Overdose,-12,2
Drug Test,-1,5
Drug Test,-2,8
Drug Test,-3,9
Drug Test,-4,6
Drug Test,-5,5
Drug Test,-6,3
Drug Test,-7,6
Drug Test,-8,14
Drug Test,-9,7
Drug Test,-10,8
Drug Test,-11,8
Drug Test,-12,4
Dry Macular Degeneration,-7,1
Dry Mouth,-1,1
Dry Mouth,-2,1
Dry Mouth,-4,1
Dry Mouth,-6,1
Dry Mouth,-8,5
Dry Mouth,-9,1
Dry Mouth,-10,1
Dry Mouth,-11,5
Dry Mouth,-12,3
Dry Skin,-1,3
Dry Skin,-2,1
Dry Skin,-3,2
Dry Skin,-5,1
Dry Skin,-6,1
Dry Skin,-7,3
Dry Skin,-10,4
Dry Skin,-11,4
Dry Skin,-12,3
Dry Socket,-5,1
Dry Socket,-9,1
Dry Socket,-11,1
Dysentery,-7,1
Dyshidrotic Eczema,-7,1
Dyslexia,-8,1
Dyslexia,-11,1
Dysphonia,-3,1
Dysplasia,-2,1
Dysplasia,-8,1
Dysplasia,-10,1
Dyspnea,-11,1
E. Coli,-1,1
E. Coli,-8,1
Ear Canal,-2,2
Ear Canal,-3,1
Ear Canal,-9,1
Ear Drum,-1,5
Ear Drum,-2,2
Ear Drum,-4,2
Ear Drum,-6,1
Ear Drum,-7,1
Ear Drum,-8,1
Ear Drum,-10,1
Ear Drum,-11,1
Ear Infection,-1,2
Ear Infection,-2,9
Ear Infection,-3,9
Ear Infection,-4,3
Ear Infection,-5,1
Ear Infection,-6,5
Ear Infection,-7,4
Ear Infection,-8,8
Ear Infection,-9,4
Ear Infection,-10,5
Ear Infection,-11,8
Ear Infection,-12,6
Eardrum,-1,5
Eardrum,-4,1
Eardrum,-8,1
Eardrum,-11,2
Ears,-1,46
Ears,-2,31
Ears,-3,30
Ears,-4,19
Ears,-5,18
Ears,-6,25
Ears,-7,26
Ears,-8,30
Ears,-9,24
Ears,-10,56
Ears,-11,43
Ears,-12,38
Earwax Blockage,-10,1
Easily Distracted,-10,1
Eating Disorder,-2,2
Eating Disorder,-3,1
Eating Disorder,-7,1
Eating Disorder,-8,2
Eating Disorder,-10,1
Ebola Hemorrhagic Fever,-10,1
Echocardiogram,-3,1
Echocardiogram,-4,3
Echocardiogram,-6,4
Echocardiogram,-9,1
Echocardiogram,-11,2
Echocardiogram,-12,1
Ectopic Pregnancy,-3,1
Ectopic Pregnancy,-5,1
Ectopic Pregnancy,-6,1
Ectopic Pregnancy,-8,2
Ectopic Pregnancy,-9,1
Ectopic Pregnancy,-10,1
Edema,-1,1
Edema,-3,1
Edema,-7,4
Edema,-8,1
Edema,-9,1
Edema,-10,3
Egg White Cervical Mucus,-6,1
Egg Whites,-2,1
Egg Whites,-5,1
Egg Whites,-9,1
Egg Whites,-10,1
Egg Whites,-11,2
Egg Whites,-12,1
Egg Yolks,-10,1
Ehlers-Danlos Syndrome,-9,1
Ejaculation,-1,20
Ejaculation,-2,27
Ejaculation,-3,23
Ejaculation,-4,12
Ejaculation,-5,16
Ejaculation,-6,28
Ejaculation,-7,22
Ejaculation,-8,21
Ejaculation,-9,22
Ejaculation,-10,30
Ejaculation,-11,29
Ejaculation,-12,25
Elbow,-1,4
Elbow,-2,5
Elbow,-3,8
Elbow,-4,4
Elbow,-5,2
Elbow,-6,5
Elbow,-7,10
Elbow,-8,6
Elbow,-9,5
Elbow,-10,6
Elbow,-11,7
Elbow,-12,9
Electric Shock,-7,1
Electric Shock,-9,1
Electric Shock,-12,1
Electrocardiogram,-1,2
Electrocardiogram,-2,3
Electrocardiogram,-4,1
Electrocardiogram,-5,1
Electrocardiogram,-6,2
Electrocardiogram,-10,2
Electrocardiogram,-11,1
Electrocardiogram,-12,1
Electrocution,-9,1
Electrocution,-12,1
Electroencephalogram,-10,1
Electrogastrogram,-4,3
Electrogastrogram,-6,4
Electrogastrogram,-7,3
Electrogastrogram,-8,2
Electrogastrogram,-9,1
Electrogastrogram,-10,1
Electrogastrogram,-12,3
Electrolyte,-1,1
Electromyography,-4,1
Emaciation,-8,1
Embolism,-10,1
Emergency Room,-1,6
Emergency Room,-2,5
Emergency Room,-3,4
Emergency Room,-4,2
Emergency Room,-5,3
Emergency Room,-6,2
Emergency Room,-7,2
Emergency Room,-8,2
Emergency Room,-10,11
Emergency Room,-11,6
Emergency Room,-12,4
Emphysema,-2,1
Emphysema,-3,1
Emphysema,-4,1
Emphysema,-5,1
Emphysema,-6,1
Encephalitis,-5,1
Encephalopathy,-12,1
Endometrial Ablation,-1,1
Endometrial Ablation,-3,1
Endometrial Ablation,-4,1
Endometrial Ablation,-7,1
Endometriosis,-1,2
Endometriosis,-2,3
Endometriosis,-5,1
Endometriosis,-6,1
Endometriosis,-7,1
Endometriosis,-8,1
Endometriosis,-9,1
Endometriosis,-11,2
Endometriosis,-12,3
Endometrium,-4,1
Endometrium,-5,3
Endometrium,-9,2
Endometrium,-10,1
Endoscopy,-1,2
Endoscopy,-2,2
